holiday,temp,clouds_all,weather_main,traffic_volume,hour,Weekday
no,297.62,90,Rain,3070,15,6
no,282.65,1,Clear,605,0,4
no,285.61,1,Haze,369,3,1
no,291.15,1,Clear,2982,5,1
no,290.7,1,Mist,735,2,2
no,262.81,90,Clouds,312,1,2
no,278.22,75,Rain,5929,8,2
no,281.42,85,Fog,239,2,1
no,281.43,75,Mist,5817,8,6
no,292.7,90,Clouds,4884,9,1
no,275.29,90,Mist,2642,20,1
no,297.02,75,Clouds,4181,16,2
no,292.56,1,Clear,3654,11,7
no,260.28,75,Clouds,4958,9,3
no,291.56,1,Clear,2033,22,4
no,266.15,90,Mist,4761,6,1
no,291.18,20,Clouds,1140,23,3
no,286.26,80,Clouds,3770,19,6
no,293.96,1,Clear,3578,19,4
no,249.77,1,Clear,3522,12,1
no,280.47,1,Clear,431,1,2
no,270.01,90,Snow,2451,5,5
no,291.29,90,Rain,2786,12,3
no,275.28,90,Rain,6213,17,3
no,297.43,88,Rain,5577,14,2
no,287.01,24,Rain,3143,20,4
no,275.65,90,Rain,737,6,7
no,265.15,90,Snow,6031,15,1
no,292.43,90,Drizzle,5011,9,1
no,259.55,5,Clear,5006,14,2
no,271.89,1,Mist,5670,6,7
no,264.99,90,Snow,1477,8,7
no,271.04,90,Haze,252,1,6
no,296.08,1,Clear,4484,18,3
no,255.33,40,Clouds,310,3,1
no,300.61,40,Clouds,4952,13,3
no,294.42,1,Thunderstorm,3245,20,4
no,273.13,90,Clouds,4033,11,1
no,273.35,90,Fog,5779,8,7
no,292.43,90,Rain,2234,22,6
no,273.84,90,Fog,5074,16,5
no,294.44,0,Clear,744,5,5
no,285.47,90,Rain,4481,12,4
no,304.15,75,Clouds,4568,18,3
no,292.39,1,Clear,4933,9,5
no,290.14,40,Rain,4165,12,6
no,280.28,96,Drizzle,773,1,6
no,269.4,75,Snow,2979,8,2
no,291.89,90,Fog,3843,10,6
no,274.46,64,Rain,3175,21,2
no,274.5,90,Snow,4819,12,3
no,293.78,44,Clouds,5387,14,3
no,266.4,40,Snow,5276,9,5
no,253.02,90,Clouds,1296,7,7
no,267.29,90,Clouds,6344,17,2
no,293.97,40,Thunderstorm,2672,5,5
no,284.85,64,Clouds,5595,12,6
no,268.95,90,Snow,881,19,6
no,280.0,90,Clouds,5217,11,4
no,265.18,20,Clouds,2303,21,2
no,274.93,20,Clouds,641,2,6
no,291.62,40,Clouds,926,6,7
no,271.08,40,Snow,817,1,6
no,294.84,90,Rain,5025,9,5
no,290.86,1,Clear,2525,22,6
no,262.3,90,Mist,2552,8,5
no,257.68,90,Mist,331,3,3
no,295.37,92,Mist,4426,14,7
no,292.41,88,Rain,2463,23,6
no,276.58,90,Drizzle,4958,13,3
no,286.95,1,Clear,2995,5,7
no,274.68,1,Clear,685,0,7
no,269.28,1,Clear,2460,21,3
no,291.09,75,Clouds,4817,12,3
no,275.29,90,Thunderstorm,4593,10,3
no,264.43,64,Snow,1009,7,7
no,298.05,80,Clouds,2534,22,2
no,276.793,64,Clouds,3738,18,6
no,290.35,1,Clear,509,0,1
no,271.341,8,Clear,3502,19,3
no,290.86,40,Clouds,4746,9,1
no,296.46,90,Mist,4910,9,5
no,289.51,1,Clear,4694,10,6
no,279.95,90,Rain,1120,7,7
no,275.95,90,Clouds,2632,21,4
no,286.64,36,Thunderstorm,1068,23,6
no,266.58,90,Clouds,4926,9,3
no,273.96,1,Clear,2602,21,5
no,284.93,1,Clear,459,5,2
no,273.75,75,Clouds,2650,20,3
no,289.01,75,Drizzle,3690,9,6
no,287.29,90,Rain,6507,16,2
no,291.34,76,Clouds,402,4,6
no,263.11,1,Clear,4499,18,4
no,261.75,64,Snow,4515,14,1
no,290.87,90,Mist,996,4,2
no,295.51,40,Clouds,616,2,7
no,288.41,24,Clouds,4362,12,2
no,284.56,1,Clear,429,1,2
no,296.49,75,Rain,4468,16,7
no,295.75,40,Clouds,4576,18,2
no,272.61,1,Clear,5062,13,2
no,286.09,1,Clear,2963,20,1
no,265.35,90,Mist,553,1,1
no,265.25,64,Clouds,5714,14,5
no,294.39,75,Clouds,901,5,6
no,275.75,90,Drizzle,4017,18,2
no,269.09,1,Clear,1299,22,7
no,298.28,90,Rain,2874,20,2
no,288.88,1,Clear,4165,16,7
no,305.62,0,Clear,5660,15,5
no,282.86,1,Clear,6234,15,6
no,279.15,1,Mist,5706,6,5
no,268.86,90,Mist,1009,0,6
no,291.91,1,Rain,3205,20,3
no,280.29,90,Clouds,3308,19,7
no,292.93,90,Clouds,4049,17,7
no,294.36,20,Thunderstorm,3514,10,6
no,278.94,40,Clouds,1037,6,5
no,273.78,90,Haze,765,4,5
no,294.02,90,Drizzle,2495,9,7
no,288.6,0,Clear,406,4,5
no,296.35,1,Clear,432,1,2
no,278.08,90,Mist,3865,22,2
no,285.15,1,Clear,2051,21,1
no,291.42,1,Clear,902,4,1
no,303.37,75,Clouds,5871,17,6
no,277.436,0,Clear,315,2,1
no,251.65,1,Clear,5315,6,3
no,295.12,1,Rain,4719,13,1
no,300.07,1,Clear,5132,12,7
no,274.49,1,Fog,808,4,5
no,272.71,90,Snow,3762,15,3
no,276.69,90,Drizzle,4457,10,4
no,297.5,1,Clear,4602,12,7
no,297.48,75,Rain,3629,18,1
no,276.28,90,Drizzle,4061,18,3
no,273.28,90,Clouds,4843,9,1
no,295.79,1,Clear,5225,9,4
no,296.27,0,Clear,6593,16,4
no,267.08,90,Clouds,1559,23,5
no,291.81,5,Clear,4570,15,7
no,265.86,5,Clear,4629,15,5
no,259.08,90,Clouds,2807,20,5
no,284.311,92,Rain,3899,16,6
no,285.43,75,Clouds,275,2,2
no,278.63,1,Clear,998,1,6
no,274.08,90,Rain,4872,15,5
no,289.42,90,Rain,6092,17,2
no,261.02,40,Snow,2300,22,7
no,278.22,75,Clouds,4649,17,7
no,289.4,1,Clear,2693,21,7
no,262.44,5,Clear,5548,6,5
no,291.17,1,Clear,897,2,7
no,302.29,40,Clouds,3183,19,3
no,272.22,90,Snow,376,3,3
no,295.83,40,Clouds,2711,9,2
no,290.51,90,Thunderstorm,390,3,3
no,301.78,40,Clouds,3839,21,3
no,290.84,1,Clear,1108,23,1
no,287.32,90,Rain,1785,22,3
no,283.31,90,Drizzle,338,1,2
no,275.33,1,Mist,5551,9,2
no,291.75,90,Rain,5880,6,3
no,288.57,90,Clouds,3180,17,7
no,278.43,90,Mist,5083,14,3
no,289.53,90,Clouds,5332,9,2
no,269.16,40,Snow,6832,7,4
no,279.62,1,Clear,2658,21,2
no,294.39,36,Mist,4837,11,6
no,276.35,75,Clouds,6476,17,5
no,267.02,90,Haze,4269,18,4
no,273.17,90,Mist,4273,10,2
no,289.43,90,Drizzle,4509,15,2
no,286.055,0,Clear,804,1,6
no,269.21,1,Clear,4621,15,1
no,286.52,90,Clouds,5172,12,1
no,272.83,75,Clouds,300,2,5
no,279.4,40,Clouds,3062,21,4
no,291.796,0,Clear,4763,10,1
no,256.05,75,Clouds,5354,6,5
no,278.48,40,Clouds,226,2,3
no,284.81,75,Clouds,5402,13,5
no,294.92,90,Thunderstorm,272,2,1
no,290.03,40,Clouds,4666,13,2
no,299.15,75,Clouds,3288,19,1
no,287.42,40,Clouds,875,4,4
no,301.95,1,Clear,4053,17,6
no,301.97,1,Clear,3208,18,3
no,276.82,1,Clear,2982,5,3
no,293.35,1,Clear,1346,0,7
no,289.67,90,Rain,3319,20,4
no,272.91,90,Mist,4723,14,6
no,286.55,90,Fog,1286,7,7
no,288.75,1,Clear,914,4,4
no,255.95,1,Snow,2830,5,4
no,286.31,90,Drizzle,5457,6,5
no,281.14,64,Mist,4537,16,6
no,271.72,90,Mist,1763,23,3
no,275.72,90,Snow,5589,13,5
no,290.95,90,Drizzle,5506,7,2
no,261.84,90,Snow,701,0,1
no,273.21,40,Clouds,5121,15,6
no,275.78,90,Rain,4743,12,2
no,271.6,90,Clouds,6238,16,1
no,288.58,1,Clear,381,1,1
no,261.55,1,Clear,2471,21,3
no,266.42,1,Clear,4218,10,5
no,280.51,90,Drizzle,3043,20,3
no,271.28,75,Fog,469,5,7
no,293.77,1,Clear,4124,13,7
no,294.1,90,Rain,5856,8,1
no,271.391,92,Clouds,2675,20,2
no,292.2,68,Clouds,859,4,1
no,269.65,90,Clouds,3143,20,6
no,269.64,5,Clear,4213,10,1
no,295.1,8,Clear,3075,20,1
no,277.72,1,Clear,5180,13,4
no,271.33,90,Rain,481,0,3
no,293.85,90,Mist,5199,7,7
no,277.635,80,Clouds,325,1,4
no,253.48,1,Clear,3500,10,2
no,291.68,1,Clear,362,3,4
no,275.53,40,Clouds,6458,16,3
no,292.7,80,Rain,1904,21,6
no,260.74,1,Clear,2990,20,6
no,294.56,1,Clear,582,0,2
no,270.0,40,Snow,5793,15,3
no,295.44,75,Clouds,4675,11,3
no,273.95,90,Clouds,4320,10,1
no,297.62,75,Rain,5583,8,5
no,296.42,1,Clear,4807,12,2
no,284.22,1,Clear,4510,11,5
no,280.65,90,Haze,3938,17,7
no,265.22,40,Clouds,382,3,2
no,299.09,1,Clear,3337,19,2
no,296.33,90,Mist,396,3,1
no,256.9,1,Clear,1310,23,3
no,271.44,5,Clear,4876,18,5
no,268.26,90,Snow,2137,22,2
no,257.49,20,Clouds,393,1,5
no,272.12,90,Clouds,944,21,3
no,272.55,5,Clear,2058,21,1
no,296.02,1,Clear,4501,11,7
no,297.82,1,Clear,2795,20,5
no,302.02,0,Clear,5487,13,5
no,291.56,20,Clouds,6020,16,5
no,294.72,90,Drizzle,4379,14,7
no,291.96,1,Rain,3130,20,3
no,276.03,90,Clouds,6253,17,4
no,297.58,1,Clear,311,2,5
no,272.28,90,Mist,299,3,2
no,295.4,75,Clouds,2421,21,3
no,290.51,1,Mist,912,4,7
no,281.84,90,Drizzle,2042,22,1
no,273.93,90,Clouds,4714,11,4
no,259.49,75,Clouds,1887,5,5
no,292.22,1,Clear,4487,18,1
no,292.08,90,Thunderstorm,6827,7,2
no,287.39,1,Clear,440,1,2
no,292.72,75,Haze,4273,10,1
no,278.7,20,Clouds,5286,12,3
no,291.58,1,Clear,3296,20,5
no,284.93,1,Clear,968,23,7
no,284.71,90,Mist,213,2,3
no,285.29,90,Smoke,723,5,2
no,258.9,64,Clouds,484,5,7
no,272.68,90,Clouds,6000,17,5
no,254.35,1,Clear,4087,7,3
no,276.65,5,Clear,6188,17,3
no,296.5,90,Clouds,4602,17,7
no,268.48,1,Clear,387,3,4
no,285.1,90,Drizzle,1522,22,1
no,270.4,90,Snow,5496,6,2
no,289.32,1,Clear,5071,12,6
no,297.95,75,Clouds,4200,18,1
no,287.1,1,Clear,2637,21,6
no,274.41,1,Clear,361,3,5
no,301.29,20,Clouds,4922,14,2
no,289.58,0,Fog,3006,5,2
no,270.47,75,Clouds,4782,11,3
no,286.557,92,Rain,4567,15,1
no,287.34,90,Rain,5265,10,2
no,283.7,90,Clouds,2365,0,4
no,269.35,1,Clear,5155,8,3
no,292.08,90,Mist,3038,5,2
no,271.36,1,Clear,5056,11,5
no,303.15,0,Clear,5176,13,2
no,280.77,90,Drizzle,4642,10,3
no,267.94,90,Mist,217,1,3
no,275.84,92,Rain,4922,9,5
no,264.41,90,Clouds,284,4,7
no,273.44,1,Clear,2933,20,2
no,281.91,90,Clouds,6128,15,4
no,276.13,90,Mist,4623,16,7
no,267.37,90,Clouds,3724,12,7
no,296.06,90,Clouds,4167,18,1
no,257.3,90,Mist,3997,6,4
no,286.75,1,Clear,3914,17,2
no,277.58,1,Clear,5844,15,2
no,295.02,1,Clear,4603,11,2
no,274.36,64,Fog,6020,7,2
no,267.25,90,Mist,2149,21,1
no,271.65,90,Mist,2712,21,3
no,283.53,40,Clouds,4826,10,2
no,275.82,90,Rain,6720,7,1
no,280.93,90,Clouds,5574,14,2
no,268.75,1,Clear,3263,22,2
no,292.24,1,Rain,4494,10,1
no,261.56,1,Clear,4814,10,5
no,291.02,1,Clear,972,6,7
no,296.49,80,Clouds,5631,15,5
no,290.1,1,Clear,448,1,2
no,288.114,36,Clouds,4638,13,5
no,291.73,1,Clear,362,3,3
no,290.57,92,Rain,6583,7,7
no,264.7,90,Clouds,5609,8,1
no,263.63,40,Snow,2647,20,6
no,280.38,1,Clear,1356,23,7
no,273.49,90,Clouds,4465,18,7
no,293.69,48,Clouds,5373,8,2
no,290.68,75,Rain,419,4,4
no,269.71,40,Clouds,5331,9,3
no,291.22,40,Rain,884,4,1
no,267.86,90,Clouds,6057,16,3
no,255.73,1,Clear,4373,12,4
no,284.38,1,Clear,600,0,4
no,272.65,90,Haze,619,0,2
no,298.38,75,Thunderstorm,729,0,7
no,279.09,90,Clouds,1735,22,7
no,275.21,90,Mist,2931,14,4
no,299.02,1,Clear,3442,20,4
no,289.22,90,Rain,3401,11,1
no,274.15,90,Mist,3203,19,2
no,266.08,1,Clear,6282,17,3
no,300.53,40,Rain,3978,16,2
no,269.78,90,Clouds,4623,18,2
no,301.75,1,Clear,5396,12,5
no,269.71,0,Clear,938,7,3
no,259.58,1,Clear,1001,23,3
no,289.62,40,Clouds,5328,8,1
no,263.65,90,Haze,4462,12,2
no,301.79,20,Clouds,5921,15,2
no,278.58,90,Drizzle,727,2,6
no,297.22,1,Clear,370,3,5
no,276.08,90,Mist,5933,8,4
no,294.07,90,Rain,4175,11,4
no,270.86,90,Snow,2419,5,6
no,274.08,90,Mist,480,0,1
no,285.64,1,Clear,4724,18,3
no,286.86,90,Rain,295,4,7
no,273.71,1,Clear,256,2,2
no,292.51,1,Clear,3117,9,7
no,283.29,90,Drizzle,5375,16,1
no,275.09,90,Haze,363,3,5
no,268.22,90,Haze,3246,9,7
no,290.75,1,Clear,6131,17,5
no,273.21,90,Snow,2713,19,3
no,266.08,5,Clear,6594,16,6
no,272.15,1,Clear,3808,13,7
no,291.74,90,Thunderstorm,4197,18,1
no,273.72,90,Clouds,1100,4,3
no,294.99,1,Clear,1712,23,7
no,274.75,20,Clouds,600,0,2
no,298.86,0,Clear,4639,12,6
no,291.82,44,Rain,1900,8,1
no,248.57,5,Clear,3473,9,6
no,274.15,1,Clear,3777,14,7
no,302.21,40,Clouds,5153,12,1
no,275.74,1,Clear,4384,10,2
no,284.99,1,Clear,4541,10,3
no,301.49,1,Clear,3292,19,4
no,284.25,90,Drizzle,6052,15,4
no,301.98,1,Rain,4649,16,2
no,286.91,12,Mist,789,4,5
no,279.15,1,Clear,5890,8,4
no,255.19,64,Clouds,3457,14,7
no,274.94,90,Drizzle,568,0,4
no,272.44,64,Clouds,2870,22,6
no,288.16,90,Clouds,836,4,2
no,296.69,44,Clouds,5966,17,1
no,275.22,90,Mist,2821,13,4
no,266.09,1,Clear,1097,23,3
no,300.98,75,Clouds,4970,18,7
no,288.48,1,Clear,4524,12,3
no,291.613,12,Clouds,2481,22,5
no,264.81,90,Clouds,5234,14,4
no,263.66,4,Clear,2611,5,3
no,269.69,20,Clouds,4400,15,6
no,290.57,1,Fog,1196,7,6
no,287.89,1,Mist,993,5,6
no,299.8,75,Clouds,3321,20,5
no,287.68,90,Clouds,3724,19,3
no,277.21,40,Haze,5037,12,6
no,281.09,75,Clouds,5307,9,2
no,261.66,64,Clouds,4841,11,4
no,255.95,40,Snow,5019,9,1
no,292.612,92,Clouds,4079,11,6
no,271.87,75,Clouds,3030,20,6
no,287.48,92,Drizzle,6183,17,3
no,275.15,1,Clear,4748,13,1
no,285.57,1,Haze,357,2,1
no,278.57,20,Clouds,443,5,3
no,274.68,90,Mist,3152,22,2
no,271.68,1,Fog,697,1,7
no,271.95,90,Snow,4367,12,3
no,291.01,1,Clear,2103,23,4
no,273.63,90,Clouds,447,2,7
no,288.08,1,Clear,5473,7,5
no,295.44,1,Mist,338,3,1
no,272.52,90,Fog,3599,10,5
no,281.1,90,Mist,1571,7,1
no,259.17,64,Rain,332,3,7
no,286.11,92,Rain,4925,11,4
no,276.72,1,Clear,1151,0,2
no,271.65,90,Haze,2174,21,6
no,269.53,1,Clear,3718,19,5
no,270.41,5,Clear,4903,14,3
no,280.56,46,Clear,1963,21,5
no,302.58,1,Clear,5128,14,3
no,273.46,90,Snow,4815,12,6
no,273.77,90,Mist,462,1,6
no,273.24,90,Mist,2866,21,3
no,298.9,5,Clear,2623,21,7
no,289.77,0,Clear,363,3,2
no,268.69,90,Snow,357,3,1
no,293.72,1,Rain,5703,17,6
no,271.36,90,Clouds,916,4,4
no,281.86,20,Haze,5782,6,5
no,289.06,90,Mist,3118,19,3
no,278.56,64,Mist,616,2,7
no,267.24,64,Mist,5361,7,3
no,280.68,5,Clear,6094,8,5
no,283.27,90,Haze,4664,12,6
no,279.18,64,Mist,857,1,7
no,292.32,90,Drizzle,843,6,1
no,264.81,64,Clouds,5275,9,2
no,295.48,75,Clouds,2788,20,3
no,278.58,90,Rain,727,2,6
no,270.9,40,Rain,5116,9,5
no,272.22,75,Clouds,381,1,3
no,290.15,75,Clouds,6176,8,4
no,288.32,1,Clear,2602,22,6
no,269.55,90,Clouds,6097,17,1
no,285.67,92,Rain,4260,10,7
no,288.44,1,Mist,317,2,1
no,256.66,75,Mist,613,2,7
no,285.44,40,Mist,6111,7,3
no,266.02,90,Snow,4385,11,6
no,293.52,75,Clouds,4185,18,1
no,275.02,90,Clouds,5597,6,7
no,296.99,40,Clouds,2676,20,7
no,280.07,90,Mist,326,2,5
no,263.41,90,Clouds,2734,5,2
no,273.82,90,Mist,1030,6,6
no,269.51,90,Mist,5462,14,4
no,302.27,0,Clear,3458,20,5
no,294.93,1,Clear,2068,22,3
no,271.93,90,Snow,1223,23,1
no,285.14,75,Clouds,4749,11,3
no,261.79,1,Clear,520,2,4
no,279.34,40,Clouds,4628,14,6
no,294.15,1,Mist,2322,9,2
no,282.08,20,Clouds,5296,11,5
no,288.64,75,Drizzle,5053,14,5
no,291.01,90,Rain,875,5,6
no,272.62,90,Mist,1695,23,3
no,297.1,75,Rain,24,11,6
no,282.057,20,Clouds,4757,15,6
no,271.22,90,Mist,2555,5,7
no,290.11,1,Clear,2941,8,6
no,270.81,90,Mist,2907,5,7
no,296.89,20,Clouds,2203,22,7
no,288.77,90,Rain,2227,22,4
no,259.17,64,Mist,332,3,7
no,295.9,32,Clouds,345,2,1
no,256.95,75,Clouds,504,0,3
no,296.25,20,Clouds,4182,12,3
no,269.86,1,Clear,1666,6,7
no,297.49,90,Clouds,3024,20,3
no,286.69,90,Clouds,5736,8,4
no,274.29,40,Mist,3427,23,6
no,275.71,90,Rain,307,3,7
no,289.53,92,Clouds,5086,9,3
no,258.52,90,Clouds,5546,14,5
no,293.55,75,Rain,4849,13,2
no,300.1,40,Rain,2878,19,5
no,249.35,1,Mist,6067,7,6
no,269.62,90,Snow,4130,10,5
no,267.28,90,Clouds,5222,9,5
no,279.71,90,Rain,3283,23,1
no,300.78,75,Clouds,4093,17,7
no,290.58,90,Mist,4560,16,2
no,290.52,1,Clear,248,2,5
no,282.6,1,Clear,287,2,3
no,276.08,90,Drizzle,5488,14,5
no,289.08,1,Clear,3874,23,5
no,297.79,75,Haze,5161,14,3
no,285.07,90,Mist,6533,16,3
no,251.15,1,Clear,288,2,2
no,298.07,75,Clouds,773,0,1
no,279.03,64,Clouds,2846,20,3
no,293.72,75,Clouds,4143,12,1
no,285.86,90,Rain,5971,17,2
no,268.76,90,Haze,4271,11,1
no,266.31,75,Clouds,3413,11,7
no,272.47,90,Clouds,4049,10,6
no,268.22,1,Clear,363,3,1
no,271.46,90,Haze,684,0,3
no,287.43,1,Clear,1705,22,3
no,266.15,90,Mist,4738,8,2
no,272.58,90,Clouds,5221,9,4
no,298.29,40,Clouds,2823,22,5
no,272.22,75,Clouds,354,4,7
no,262.08,90,Snow,6377,7,2
no,274.28,90,Haze,3331,17,6
no,279.82,75,Mist,347,3,4
no,286.34,75,Rain,2274,7,7
no,295.76,90,Rain,3901,12,5
no,290.58,92,Rain,1660,6,6
no,297.83,1,Clear,4911,10,4
no,291.02,1,Clear,827,4,1
no,291.39,90,Thunderstorm,741,0,5
no,268.18,90,Clouds,1082,0,7
no,302.75,75,Clouds,4260,12,7
no,284.41,1,Clear,2942,5,1
no,262.68,1,Clear,6256,16,1
no,294.17,64,Clouds,3153,21,4
no,288.59,44,Rain,3225,10,7
no,291.14,1,Rain,5467,8,3
no,277.8,75,Clouds,3034,20,3
no,299.79,12,Clouds,1917,23,4
no,298.27,1,Clear,4550,19,7
no,288.02,1,Clear,371,2,4
no,251.23,75,Clouds,2271,21,6
no,299.94,90,Clouds,5413,15,1
no,289.21,75,Clouds,4377,15,2
no,252.22,1,Clear,422,2,5
no,283.08,90,Drizzle,351,2,1
no,298.05,32,Clouds,4487,14,7
no,267.72,1,Clear,2880,19,7
no,277.22,90,Drizzle,5954,8,3
no,285.38,0,Clear,334,2,4
no,278.99,1,Clear,3018,20,2
no,288.76,1,Clear,2772,20,3
no,297.44,40,Clouds,4586,9,5
no,303.07,40,Clouds,4329,13,7
no,290.22,80,Clouds,4187,9,6
no,288.91,20,Clouds,4565,13,6
no,287.92,1,Mist,979,4,7
no,292.399,0,Clear,4994,14,5
no,292.46,1,Clear,4498,11,2
no,260.02,1,Clear,3738,22,2
no,284.767,20,Clouds,4842,10,3
no,297.57,1,Clear,1418,0,6
no,275.85,90,Clouds,2697,22,1
no,259.19,20,Clouds,4203,10,7
no,288.567,0,Clear,5474,14,5
no,276.269,68,Clouds,5039,13,4
no,261.59,90,Clouds,2222,21,7
no,288.36,1,Fog,541,4,3
no,289.78,40,Clouds,1009,23,4
no,292.282,92,Rain,1320,0,7
no,296.07,1,Clear,6763,16,5
no,287.77,75,Clouds,333,3,1
no,284.42,1,Clear,998,6,2
no,289.44,1,Drizzle,6670,7,1
no,282.35,90,Drizzle,2722,5,2
no,285.25,90,Mist,5195,9,3
no,300.36,48,Clouds,4602,11,1
no,288.72,40,Clouds,4958,13,3
no,275.35,1,Clear,3711,22,1
no,268.02,1,Haze,793,4,5
no,299.3,1,Clear,4617,12,6
no,287.606,0,Clear,1019,23,1
no,290.59,92,Rain,968,5,6
no,283.94,1,Clear,5165,13,2
no,278.6,1,Clear,918,4,6
no,270.8,90,Clouds,298,2,1
no,266.88,90,Clouds,2998,20,4
no,259.6,1,Clear,244,2,2
no,291.15,1,Mist,295,2,3
no,298.03,40,Clouds,3169,21,5
no,290.52,90,Thunderstorm,3857,18,7
no,275.29,1,Clear,1891,23,5
no,274.58,5,Clear,2642,20,1
no,266.51,90,Snow,2753,9,6
no,294.05,8,Clear,5318,11,4
no,292.9,5,Clear,4429,11,6
no,290.98,1,Clear,1270,23,4
no,288.15,92,Mist,1053,7,7
no,302.57,20,Clouds,4990,12,6
no,282.48,75,Clouds,6076,8,1
no,298.68,0,Rain,4144,13,4
no,289.81,24,Fog,5886,6,2
no,261.87,1,Clear,2514,5,5
no,290.56,90,Thunderstorm,3136,19,3
no,280.22,90,Clouds,4035,18,7
no,292.58,1,Drizzle,5225,15,6
no,290.86,90,Clouds,6658,7,3
no,259.14,90,Mist,3771,11,7
no,279.72,90,Mist,5923,8,3
no,276.07,90,Snow,4652,18,4
no,268.72,90,Snow,994,23,5
no,277.96,75,Clouds,3186,19,1
no,296.36,75,Rain,5169,13,5
no,285.04,90,Drizzle,891,23,1
no,294.03,90,Mist,5129,13,4
no,273.68,1,Clear,6303,7,3
no,273.02,40,Clouds,4963,16,6
no,274.29,90,Rain,4216,10,1
no,288.09,90,Rain,5665,7,2
no,297.96,40,Clouds,3962,15,6
no,294.04,1,Rain,5264,6,3
no,273.46,90,Snow,4095,18,6
no,292.27,1,Clear,2346,21,7
no,289.11,90,Clouds,5899,6,2
no,292.91,40,Rain,395,3,1
no,246.15,1,Clear,2384,9,7
no,292.47,75,Clouds,5325,9,5
no,295.09,1,Clear,3040,21,5
no,281.72,88,Rain,4507,11,1
no,292.42,90,Rain,3057,20,6
no,291.47,40,Clouds,4262,10,6
no,283.29,1,Clear,3017,5,3
no,271.21,90,Mist,253,4,7
no,271.86,90,Haze,3745,9,6
no,296.1,12,Clouds,2807,22,5
no,289.16,90,Fog,498,0,5
no,295.14,75,Clouds,2555,7,6
no,291.36,92,Thunderstorm,697,0,4
no,279.28,1,Mist,2786,5,3
no,291.57,48,Rain,1821,8,6
no,287.0,0,Clear,5575,6,5
no,294.55,1,Clear,3629,9,6
no,292.86,1,Haze,5224,13,2
no,289.48,90,Clouds,4652,11,4
no,275.72,90,Clouds,4073,12,7
no,297.68,75,Clouds,5078,14,5
no,276.4,75,Clouds,656,0,5
no,269.55,90,Snow,3027,9,2
no,288.78,1,Fog,508,3,3
no,255.16,1,Clear,2542,21,4
no,289.08,1,Clear,5803,6,5
no,274.66,1,Fog,5041,9,3
no,290.98,0,Clear,6014,17,1
no,289.82,1,Clear,456,1,5
no,277.88,90,Mist,4560,11,3
no,295.93,0,Clear,5244,13,2
no,278.89,90,Mist,826,4,3
no,291.66,40,Mist,859,4,1
no,278.95,75,Clouds,6316,17,3
no,292.17,0,Clear,4053,10,4
no,268.21,64,Fog,5930,6,4
no,285.07,1,Fog,4631,6,5
no,267.77,1,Clear,802,4,3
no,282.78,20,Clouds,3357,19,1
no,250.89,90,Clouds,559,3,3
no,274.08,90,Snow,2012,21,1
no,292.93,1,Clear,1742,22,1
no,291.65,88,Rain,5675,7,4
no,273.92,16,Clouds,591,0,5
no,296.69,56,Rain,431,1,1
no,288.09,75,Rain,3299,19,2
no,298.01,40,Clouds,6139,15,5
no,285.69,75,Rain,6781,7,2
no,247.15,75,Clouds,2885,12,7
no,296.33,0,Clear,1962,23,5
no,292.31,1,Clear,410,3,5
no,298.67,20,Clouds,4569,14,6
no,294.301,92,Rain,1854,23,6
no,273.14,1,Clear,5822,6,7
no,287.25,1,Clear,3205,19,1
no,301.19,75,Clouds,3642,19,6
no,298.94,75,Clouds,4876,16,5
no,261.41,64,Clouds,369,3,5
no,295.28,44,Rain,2016,22,2
no,286.24,20,Clouds,3562,9,7
no,263.08,90,Fog,2769,16,7
no,277.39,90,Clouds,2977,22,6
no,292.15,90,Mist,4066,10,4
no,280.95,75,Clouds,5734,17,7
no,291.61,1,Clear,4583,10,3
no,263.75,1,Clear,4300,12,6
no,255.4,90,Clouds,4311,11,1
no,285.949,88,Clouds,6087,16,2
no,294.52,0,Clear,3962,12,3
no,294.41,90,Mist,4734,13,4
no,283.21,76,Clouds,5463,16,2
no,299.52,40,Rain,4972,13,2
no,300.16,75,Clouds,6279,16,3
no,275.88,40,Rain,829,1,6
no,290.22,90,Drizzle,5320,7,3
yes,265.94,90,Haze,1513,0,5
no,270.365,0,Clear,2513,8,6
no,288.15,1,Clear,5093,11,3
no,280.96,90,Mist,5801,6,7
no,267.44,90,Clouds,327,3,3
no,294.15,40,Drizzle,1861,22,2
no,288.74,40,Rain,2315,21,1
no,283.36,1,Clear,2836,5,4
no,268.22,90,Clouds,5591,8,5
no,289.99,0,Clear,2673,21,3
no,269.01,75,Haze,4047,10,1
no,274.51,90,Rain,2320,20,5
no,291.48,0,Clear,5562,9,4
no,287.92,92,Rain,5713,8,6
no,286.13,36,Clouds,3269,22,7
no,292.7,90,Fog,6518,7,1
no,290.68,20,Clouds,1655,8,7
no,287.59,92,Rain,358,3,5
no,292.22,90,Rain,2991,20,4
no,264.37,40,Clouds,2890,20,5
no,299.71,1,Clear,4898,12,4
no,288.957,24,Clouds,477,3,4
no,284.28,1,Clear,4820,18,6
no,292.55,1,Clear,2490,19,3
no,301.22,40,Clouds,2792,20,3
no,273.87,90,Clouds,5060,9,2
no,277.69,1,Clear,1187,23,2
no,262.73,20,Snow,2429,21,6
no,305.69,75,Thunderstorm,4215,17,6
no,250.14,1,Clear,3366,18,1
no,267.44,90,Haze,4869,6,4
no,274.91,64,Clouds,215,2,1
